Date,Open,High,Low,Close,Adj Close,Volume
2022-06-19,240.24,244.98,237.67,240.6,240.6,1487707
2022-06-20,243.41,244.03,237.18,242.56,242.66,1092091
2022-06-21,240.45,244.27,237.28,240.85,240.62,6590938
2022-06-22,242.59,247.58,236.89,241.18,241.04,14813390
2022-06-23,248.0,253.12,241.32,247.54,247.43,1893150
2022-06-24,248.55,251.62,242.51,248.68,248.9,7506016
2022-06-25,249.67,256.74,242.61,249.11,249.53,9924435
2022-06-26,240.63,243.96,239.98,242.54,242.34,9042153
2022-06-27,244.96,250.17,239.8,246.35,246.62,10320804
2022-06-28,248.24,254.98,246.98,249.73,249.19,11438344
2022-06-29,260.92,266.46,257.33,260.73,260.42,6518358
2022-06-30,261.58,266.77,254.95,259.34,259.09,9286151
2022-07-01,263.59,265.96,257.38,260.68,260.33,4940063
2022-07-02,263.03,264.48,257.98,262.19,261.78,9810351
2022-07-03,271.35,276.63,262.58,270.67,270.78,8224589
2022-07-04,267.94,275.34,266.62,270.37,270.31,10952090
2022-07-05,271.36,273.79,265.77,272.1,272.2,11019480
2022-07-06,274.54,281.54,271.11,275.62,275.81,2525068
2022-07-07,276.01,280.8,274.67,276.87,276.95,14992950
2022-07-08,274.39,280.21,272.85,274.62,274.8,14002836
2022-07-09,275.26,282.88,267.4,275.91,275.89,11553060
2022-07-10,279.26,283.72,271.86,282.05,281.72,13974319
2022-07-11,277.52,277.95,268.94,276.49,276.78,13523385
2022-07-12,275.96,283.99,267.75,277.44,277.28,14390186
2022-07-13,274.11,279.23,271.85,273.78,273.53,4337013
2022-07-14,283.45,289.49,277.37,280.54,280.49,13363140
2022-07-15,270.97,279.11,265.44,272.22,271.97,8716492
2022-07-16,265.99,275.94,261.99,269.4,269.28,12633307
2022-07-17,271.26,279.49,267.69,271.64,271.74,12472170
2022-07-18,281.91,286.57,277.18,280.37,280.47,3135896
2022-07-19,282.97,287.26,275.12,280.22,279.97,5572530
2022-07-20,275.63,280.85,270.75,277.34,277.2,3416738
2022-07-21,288.71,290.28,286.36,287.99,288.3,7158382
2022-07-22,279.23,284.81,275.13,279.88,280.02,12096038
2022-07-23,267.66,270.22,263.09,267.8,268.35,11345286
2022-07-24,273.94,281.54,265.63,270.37,270.69,3332127
2022-07-25,265.86,272.67,263.97,267.87,268.18,12013698
2022-07-26,262.95,267.73,256.7,262.61,262.25,2926252
2022-07-27,267.17,270.18,266.08,266.54,266.75,3074278
2022-07-28,269.51,270.19,265.03,268.06,268.04,11407460
2022-07-29,265.38,265.89,258.98,265.25,265.1,5983926
2022-07-30,259.07,262.51,254.18,258.67,258.71,11533873
2022-07-31,262.87,264.3,260.62,263.39,263.64,5334165
2022-08-01,267.38,272.36,261.38,267.02,267.16,10469309
2022-08-02,266.25,273.79,261.6,266.71,266.47,2278343
2022-08-03,277.63,285.02,270.1,276.77,276.98,4032115
2022-08-04,270.57,276.52,264.53,271.07,270.9,1690778
2022-08-05,263.51,265.39,258.1,263.02,263.07,5044064
2022-08-06,259.55,266.34,255.61,259.59,259.51,9566765
2022-08-07,261.02,267.99,258.3,259.56,259.5,11142505
2022-08-08,260.96,262.78,258.72,261.03,261.23,7634699
2022-08-09,257.67,265.8,254.28,259.98,259.71,3350959
2022-08-10,263.67,266.12,257.2,262.02,262.53,13217581
2022-08-11,254.51,261.87,250.46,255.67,255.2,10000317
2022-08-12,262.39,271.13,259.94,263.25,263.1,6959322
2022-08-13,262.25,263.52,261.94,263.03,263.13,7036207
2022-08-14,270.97,278.29,264.98,269.12,269.28,10618567
2022-08-15,268.28,276.35,265.79,271.18,271.15,14327766
2022-08-16,278.17,286.3,267.77,273.87,273.86,4343867
2022-08-17,278.68,282.72,276.75,277.21,277.33,7362473
2022-08-18,280.23,287.4,274.89,279.92,279.85,13344700
2022-08-19,283.66,284.54,275.63,283.74,284.14,3642800
2022-08-20,291.93,295.06,289.74,291.51,291.76,9181311
2022-08-21,293.65,294.52,288.59,292.89,293.15,2658332
2022-08-22,298.24,306.97,296.19,297.28,296.99,5451441
2022-08-23,297.81,305.16,291.3,296.98,296.96,10738259
2022-08-24,305.91,313.78,300.59,305.77,305.68,14687311
2022-08-25,301.58,310.39,297.72,301.88,301.58,6018768
2022-08-26,312.76,314.08,307.72,313.0,313.11,1771279
2022-08-27,312.69,316.81,304.25,312.99,312.83,9076818
2022-08-28,306.01,306.95,302.25,304.29,304.49,14650295
2022-08-29,306.22,308.4,304.81,305.31,304.98,5074999
2022-08-30,296.97,303.7,289.25,301.4,301.92,1663431
2022-08-31,307.71,312.21,301.27,306.71,306.43,9966309
2022-09-01,303.24,305.91,294.82,302.95,303.01,2588404
2022-09-02,300.46,301.67,294.96,300.49,300.72,11193756
2022-09-03,288.81,291.07,281.74,289.37,289.21,14701736
2022-09-04,288.6,290.12,283.12,286.99,287.23,9641123
2022-09-05,274.6,282.62,267.09,273.3,272.97,4892825
2022-09-06,263.84,270.96,256.59,264.86,265.25,6353374
2022-09-07,269.65,277.49,264.37,269.1,269.11,3871083
2022-09-08,272.22,277.31,270.52,273.55,273.38,9998331
2022-09-09,274.19,278.6,271.78,276.09,276.01,5738379
2022-09-10,270.13,277.52,268.3,270.98,271.2,9671734
2022-09-11,272.1,274.95,268.72,270.93,270.78,7542224
2022-09-12,272.42,275.06,268.45,271.13,270.93,3644046
2022-09-13,265.75,267.8,260.53,265.07,265.01,11364838
2022-09-14,274.24,275.55,268.32,273.25,272.93,13537769
2022-09-15,278.98,281.33,274.54,278.26,278.77,14355695
2022-09-16,276.37,280.39,271.16,277.26,277.1,12768203
2022-09-17,278.23,283.94,276.69,277.63,277.86,7403679
2022-09-18,280.12,280.91,278.02,279.01,279.06,6814104
2022-09-19,268.85,270.76,266.23,267.84,267.57,4763302
2022-09-20,268.31,274.87,262.45,266.73,266.72,1926097
2022-09-21,264.23,265.62,261.4,263.3,263.51,2983438
2022-09-22,258.69,261.52,255.86,258.24,258.19,6193951
2022-09-23,258.37,265.1,253.75,256.99,257.3,1383609
2022-09-24,266.4,267.9,259.86,266.44,266.71,4105003
2022-09-25,268.87,270.98,268.5,270.07,270.31,2863082
2022-09-26,266.98,271.22,261.68,267.2,267.07,3510963
